scoringPeriodId,Player,Position,Team,playerrosterslot,Actual,Predicted,ActualMinusPredicted,SlottedPosition,Starter
11,Odell Beckham Jr.,Wide Receiver,The OBJective_Functions,4,10,12.924665990900001,-2.9246659909000012,Wide Receiver,Starter
12,Odell Beckham Jr.,Wide Receiver,The OBJective_Functions,4,20.4,13.395757936700003,7.004242063299996,Wide Receiver,Starter
13,Odell Beckham Jr.,Wide Receiver,The OBJective_Functions,4,5.9,13.706367694899999,-7.806367694899999,Wide Receiver,Starter
2,Packers D/ST,Defense,NA,NA,9,4.460255281,4.539744719,NA,Starter
3,Packers D/ST,Defense,Philly_Chapmaniacs,16,13,8.516679581,4.483320419,Defense,Starter
4,Packers D/ST,Defense,Philly_Chapmaniacs,16,-1,5.544483442000001,-6.544483442000001,Defense,Starter
6,Packers D/ST,Defense,NA,NA,5,5.303975918000001,-0.3039759180000008,NA,Starter
7,Packers D/ST,Defense,Compute _This!,16,-3,6.475409025,-9.475409025000001,Defense,Starter
12,Packers D/ST,Defense,NA,NA,0,5.409694879,-5.409694879,NA,Starter
13,Packers D/ST,Defense,'R'm Chair_Quarterback,16,9,6.073104803,2.9268951970000003,Defense,Starter
1,Panthers D/ST,Defense,The_Chief,16,4,5.416004792000001,-1.4160047920000007,Defense,Starter
2,Panthers D/ST,Defense,The_Chief,16,7,7.079617660999999,-0.07961766099999856,Defense,Starter
3,Panthers D/ST,Defense,The_Chief,20,14,7.214069612,6.785930388,Bench,Bench
4,Panthers D/ST,Defense,The_Chief,20,15,6.555034593,8.444965407,Bench,Bench
5,Panthers D/ST,Defense,The_Chief,20,8,6.859319244,1.140680756,Bench,Bench
6,Panthers D/ST,Defense,The_Chief,20,18,6.558220845,11.441779154999999,Bench,Bench
8,Panthers D/ST,Defense,The_Chief,20,1,6.017869105,-5.017869105,Bench,Bench
9,Panthers D/ST,Defense,The_Chief,16,7,7.626295059000001,-0.6262950590000012,Defense,Starter
10,Panthers D/ST,Defense,The_Chief,20,1,4.361989171,-3.3619891710000003,Bench,Bench
11,Panthers D/ST,Defense,The_Chief,20,2,6.426367752000001,-4.426367752000001,Bench,Bench
12,Panthers D/ST,Defense,The_Chief,20,0,4.116502862,-4.116502862,Bench,Bench
13,Panthers D/ST,Defense,The_Chief,16,5,8.052344933,-3.0523449330000005,Defense,Starter
1,Patrick Mahomes,Quarterback,The_Plainsmen,0,27.32,19.907314699,7.412685301,Quarterback,Starter
2,Patrick Mahomes,Quarterback,The_Plainsmen,0,31.619999999999997,24.763503267000004,6.856496732999993,Quarterback,Starter
3,Patrick Mahomes,Quarterback,The_Plainsmen,0,27.86,22.64864629,5.211353710000001,Quarterback,Starter
4,Patrick Mahomes,Quarterback,The_Plainsmen,0,18,24.274363542000003,-6.274363542000003,Quarterback,Starter
5,Patrick Mahomes,Quarterback,The_Plainsmen,0,18.54,23.748749490999998,-5.208749490999999,Quarterback,Starter
6,Patrick Mahomes,Quarterback,The_Plainsmen,0,18.82,22.869478360000002,-4.049478360000002,Quarterback,Starter
7,Patrick Mahomes,Quarterback,The_Plainsmen,20,7.24,21.071298068,-13.831298068,Bench,Bench
8,Patrick Mahomes,Quarterback,The_Plainsmen,20,0,0,0,Bench,Bench
9,Patrick Mahomes,Quarterback,The_Plainsmen,20,0,0,0,Bench,Bench
10,Patrick Mahomes,Quarterback,The_Plainsmen,20,29.84,22.349120936,7.490879064000001,Bench,Bench
11,Patrick Mahomes,Quarterback,The_Plainsmen,0,15.18,21.605339954,-6.425339954000002,Quarterback,Starter
12,Patrick Mahomes,Quarterback,The_Plainsmen,20,NA,0,NA,Bench,Bench
13,Patrick Mahomes,Quarterback,The_Plainsmen,20,19.5,22.669903177000002,-3.169903177000002,Bench,Bench
1,Patriots D/ST,Defense,NA,NA,7,5.0581151559999995,1.9418848440000005,NA,Starter
2,Patriots D/ST,Defense,The OBJective_Functions,16,35,6.345393583,28.654606417,Defense,Starter
3,Patriots D/ST,Defense,The OBJective_Functions,16,14,10.51922982,3.4807701800000004,Defense,Starter
4,Patriots D/ST,Defense,The OBJective_Functions,16,23,6.958918000000001,16.041082,Defense,Starter
5,Patriots D/ST,Defense,The OBJective_Functions,16,15,10.196016279999998,4.8039837200000015,Defense,Starter
6,Patriots D/ST,Defense,The OBJective_Functions,16,28,10.728177828,17.271822172,Defense,Starter
7,Patriots D/ST,Defense,The OBJective_Functions,16,23,9.460452085,13.539547915,Defense,Starter
8,Patriots D/ST,Defense,The OBJective_Functions,16,20,8.574379775,11.425620225,Defense,Starter
9,Patriots D/ST,Defense,The OBJective_Functions,16,3,6.481837659999999,-3.481837659999999,Defense,Starter
11,Patriots D/ST,Defense,The OBJective_Functions,16,12,6.348287028,5.651712972,Defense,Starter
12,Patriots D/ST,Defense,The OBJective_Functions,16,7,4.95892154,2.0410784599999996,Defense,Starter
13,Patriots D/ST,Defense,The OBJective_Functions,16,4,5.864630968,-1.8646309680000002,Defense,Starter
1,Philip Rivers,Quarterback,Compute _This!,20,23.92,16.679650447,7.2403495530000015,Bench,Bench
2,Philip Rivers,Quarterback,NA,NA,10.920000000000002,16.839812553099996,-5.9198125530999945,NA,Starter
3,Philip Rivers,Quarterback,Team_Ward,0,19.62,16.8124894046,2.8075105954,Quarterback,Starter
4,Philip Rivers,Quarterback,Team_Ward,0,20.4,19.201647746299997,1.1983522537000013,Quarterback,Starter
5,Philip Rivers,Quarterback,Team_Ward,20,4.14,16.818430853499997,-12.678430853499997,Bench,Bench
6,Philip Rivers,Quarterback,Team_Ward,20,14.8,15.809882145799998,-1.0098821457999971,Bench,Bench
7,Philip Rivers,Quarterback,Team_Ward,20,21.16,15.2202906713,5.939709328699999,Bench,Bench
8,Philip Rivers,Quarterback,Team_Ward,20,10.040000000000001,14.569100140300002,-4.529100140300001,Bench,Bench
9,Philip Rivers,Quarterback,Team_Ward,0,11.76,15.678455711600002,-3.918455711600002,Quarterback,Starter
10,Philip Rivers,Quarterback,Team_Ward,0,10.28,17.828086957500002,-7.5480869575000025,Quarterback,Starter
11,Philip Rivers,Quarterback,Team_Ward,0,12.120000000000001,15.3653834071,-3.2453834070999985,Quarterback,Starter
1,Phillip Lindsay,Running Back,The OBJective_Functions,20,10.600000000000001,11.870687790000002,-1.2706877900000002,Bench,Bench
2,Phillip Lindsay,Running Back,The OBJective_Functions,20,10.6,13.088183646999997,-2.488183646999998,Bench,Bench
3,Phillip Lindsay,Running Back,The OBJective_Functions,20,29,13.131683805,15.868316195,Bench,Bench
4,Phillip Lindsay,Running Back,The OBJective_Functions,2,7.000000000000001,14.974526049,-7.974526048999999,Running Back,Starter
5,Phillip Lindsay,Running Back,The OBJective_Functions,20,24.7,13.878709015,10.821290985,Bench,Bench
6,Phillip Lindsay,Running Back,The OBJective_Functions,23,15.5,15.654515525999999,-0.15451552599999907,Flex,Starter
7,Phillip Lindsay,Running Back,The OBJective_Functions,2,4.199999999999999,16.631142732000004,-12.431142732000005,Running Back,Starter
8,Phillip Lindsay,Running Back,The OBJective_Functions,20,12.600000000000001,13.17779807,-0.5777980699999983,Bench,Bench
9,Phillip Lindsay,Running Back,The OBJective_Functions,2,15.200000000000001,14.896126419000002,0.3038735809999995,Running Back,Starter
10,Phillip Lindsay,Running Back,The OBJective_Functions,20,NA,0,NA,Bench,Bench
11,Phillip Lindsay,Running Back,The OBJective_Functions,20,9.5,13.621887464999999,-4.121887464999999,Bench,Bench
12,Phillip Lindsay,Running Back,The OBJective_Functions,2,7.800000000000001,12.677998476000003,-4.877998476000002,Running Back,Starter
13,Phillip Lindsay,Running Back,The OBJective_Functions,2,9.200000000000001,14.272813014000002,-5.072813014000001,Running Back,Starter
2,Raheem Mostert,Running Back,NA,NA,24.1,7.071564832,17.028435168,NA,Starter
3,Raheem Mostert,Running Back,'R'm Chair_Quarterback,2,5.9,9.067431278,-3.1674312780000005,Running Back,Starter
10,Raiders D/ST,Defense,NA,NA,17,3.816427352,13.183572648,NA,Starter
11,Raiders D/ST,Defense,Philly_Chapmaniacs,16,14,6.5969613229999995,7.4030386770000005,Defense,Starter
12,Raiders D/ST,Defense,Philly_Chapmaniacs,16,-1,6.322472723000001,-7.322472723000001,Defense,Starter
1,Rams D/ST,Defense,Palindrome_Tikkit,16,9,5.360821408,3.6391785920000004,Defense,Starter
2,Rams D/ST,Defense,Palindrome_Tikkit,16,9,4.877423773,4.122576227,Defense,Starter
3,Rams D/ST,Defense,Palindrome_Tikkit,16,10,6.827557056,3.172442944,Defense,Starter
4,Rams D/ST,Defense,Palindrome_Tikkit,16,0,7.611619620000001,-7.611619620000001,Defense,Starter
5,Rams D/ST,Defense,Palindrome_Tikkit,20,-1,5.568580754,-6.568580754,Bench,Bench
6,Rams D/ST,Defense,Palindrome_Tikkit,20,6,5.511261488000001,0.4887385119999994,Bench,Bench
7,Rams D/ST,Defense,NA,NA,22,5.274513544,16.725486456,NA,Starter
8,Rams D/ST,Defense,Compute _This!,16,5,8.172910156,-3.1729101560000004,Defense,Starter
10,Rams D/ST,Defense,Compute _This!,16,20,5.232349606,14.767650394,Defense,Starter
11,Rams D/ST,Defense,Compute _This!,16,10,8.949158732999999,1.050841267000001,Defense,Starter
12,Rams D/ST,Defense,Compute _This!,20,-5,4.971781661,-9.971781661,Bench,Bench
13,Rams D/ST,Defense,Compute _This!,20,20,6.177338026,13.822661973999999,Bench,Bench
1,Rashaad Penny,Running Back,Palindrome_Tikkit,20,1.8,9.179991545999998,-7.3799915459999985,Bench,Bench
2,Rashaad Penny,Running Back,Palindrome_Tikkit,20,13.5,6.8547479404,6.6452520596,Bench,Bench
3,Rashaad Penny,Running Back,Palindrome_Tikkit,20,0,0,0,Bench,Bench
1,Ravens D/ST,Defense,NA,NA,14,5.329138627,8.670861373000001,NA,Starter
2,Ravens D/ST,Defense,Philly_Chapmaniacs,16,4,8.538708694,-4.538708694,Defense,Starter
5,Ravens D/ST,Defense,NA,NA,7,5.324449058,1.675550942,NA,Starter
6,Ravens D/ST,Defense,Compute _This!,16,7,8.076484879999999,-1.0764848799999989,Defense,Starter
9,Ravens D/ST,Defense,NA,NA,12,5.1408000330000005,6.8591999669999995,NA,Starter
10,Ravens D/ST,Defense,Philly_Chapmaniacs,16,23,8.441393054,14.558606946,Defense,Starter
12,Ravens D/ST,Defense,NA,NA,12,5.013538302999999,6.986461697000001,NA,Starter
13,Ravens D/ST,Defense,Compute _This!,20,7,5.845105373999999,1.1548946260000008,Bench,Bench
5,Redskins D/ST,Defense,NA,NA,2,3.149818936,-1.149818936,NA,Starter
6,Redskins D/ST,Defense,Philly_Chapmaniacs,16,12,9.13677757,2.8632224300000004,Defense,Starter
3,Rex Burkhead,Running Back,NA,NA,18.9,12.441867331000001,6.458132668999998,NA,Starter
4,Rex Burkhead,Running Back,Dallas_The boys,20,1.7000000000000002,9.715750992,-8.015750992000001,Bench,Bench
5,Rex Burkhead,Running Back,Dallas_The boys,20,0,0,0,Bench,Bench
6,Rex Burkhead,Running Back,Dallas_The boys,20,0,0,0,Bench,Bench
7,Rex Burkhead,Running Back,Dallas_The boys,20,0,0,0,Bench,Bench
8,Rex Burkhead,Running Back,Dallas_The boys,20,2.3,10.319794918999998,-8.019794918999999,Bench,Bench
4,Ricky Seals-Jones,Tight End,NA,NA,17.200000000000003,3.2550112690000006,13.944988731000002,NA,Starter
5,Ricky Seals-Jones,Tight End,Philly_Chapmaniacs,20,0,4.546062822400001,-4.546062822400001,Bench,Bench
6,Ricky Seals-Jones,Tight End,NA,NA,13.7,3.18537564,10.51462436,NA,Starter
7,Ricky Seals-Jones,Tight End,Philly_Chapmaniacs,20,NA,0,NA,Bench,Bench
8,Ricky Seals-Jones,Tight End,Philly_Chapmaniacs,20,0,6.326856664,-6.326856664,Bench,Bench
1,Robbie Gould,Kicker,Philly_Chapmaniacs,17,11,7.9852082310000005,3.0147917689999995,Kicker,Starter
2,Robbie Gould,Kicker,NA,NA,10,7.9608638119999995,2.0391361880000005,NA,Starter
3,Robbie Gould,Kicker,Philly_Chapmaniacs,17,6,8.609038074,-2.6090380740000008,Kicker,Starter
4,Robbie Gould,Kicker,NA,NA,NA,0,NA,NA,Starter
5,Robbie Gould,Kicker,Philly_Chapmaniacs,17,5,8.522043231,-3.5220432309999996,Kicker,Starter
6,Robbie Gould,Kicker,Philly_Chapmaniacs,17,7,8.147651651,-1.1476516510000003,Kicker,Starter
7,Robbie Gould,Kicker,Philly_Chapmaniacs,17,8,8.773669561999998,-0.7736695619999985,Kicker,Starter
8,Robbie Gould,Kicker,Philly_Chapmaniacs,17,9,9.830987853,-0.8309878529999999,Kicker,Starter
9,Robbie Gould,Kicker,Philly_Chapmaniacs,17,4,8.147555768,-4.147555768,Kicker,Starter
1,Robby Anderson,Wide Receiver,Dallas_The boys,20,5.300000000000001,11.4139816439,-6.113981643899999,Bench,Bench
1,Robert Woods,Wide Receiver,The_Chief,4,16.6,13.400926861099999,3.199073138900003,Wide Receiver,Starter
2,Robert Woods,Wide Receiver,The_Chief,4,6.2,14.424464042500002,-8.224464042500003,Wide Receiver,Starter
3,Robert Woods,Wide Receiver,The_Chief,4,8.8,12.7636435111,-3.963643511099999,Wide Receiver,Starter
4,Robert Woods,Wide Receiver,The_Chief,4,29.400000000000002,13.017626770300001,16.3823732297,Wide Receiver,Starter
5,Robert Woods,Wide Receiver,The_Chief,4,9.8,14.480202590600001,-4.6802025906,Wide Receiver,Starter
6,Robert Woods,Wide Receiver,The_Chief,4,7.6,14.089344176200001,-6.489344176200001,Wide Receiver,Starter
7,Robert Woods,Wide Receiver,The_Chief,4,13.6,13.6673450839,-0.06734508390000116,Wide Receiver,Starter
8,Robert Woods,Wide Receiver,The_Chief,4,6.2,11.875043556100001,-5.675043556100001,Wide Receiver,Starter
9,Robert Woods,Wide Receiver,The_Chief,20,NA,0,NA,Bench,Bench
10,Robert Woods,Wide Receiver,The_Chief,4,16.5,12.7327955945,3.7672044054999994,Wide Receiver,Starter
11,Robert Woods,Wide Receiver,The_Chief,4,0,0,0,Wide Receiver,Starter
12,Robert Woods,Wide Receiver,The_Chief,20,15.700000000000001,11.0547042681,4.645295731900001,Bench,Bench
13,Robert Woods,Wide Receiver,The_Chief,20,30.2,13.298724573900001,16.9012754261,Bench,Bench
4,Ronald Jones II,Running Back,NA,NA,15.2,5.892988582599999,9.3070114174,NA,Starter
5,Ronald Jones II,Running Back,'R'm Chair_Quarterback,20,7.6,8.707599730700002,-1.1075997307000023,Bench,Bench
6,Ronald Jones II,Running Back,'R'm Chair_Quarterback,20,7,9.1774656213,-2.1774656212999997,Bench,Bench
7,Ronald Jones II,Running Back,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
10,Ronald Jones II,Running Back,NA,NA,22.6,12.715951584,9.884048416,NA,Starter
11,Ronald Jones II,Running Back,Philly_Chapmaniacs,20,3.4,12.007712698,-8.607712698,Bench,Bench
12,Ronald Jones II,Running Back,NA,NA,15.700000000000001,12.828233878999999,2.871766121000002,NA,Starter
13,Ronald Jones II,Running Back,The_Chief,20,0.8,13.140502914000002,-12.340502914000002,Bench,Bench
1,Royce Freeman,Running Back,The_Plainsmen,20,7.1000000000000005,9.739064775000003,-2.6390647750000022,Bench,Bench
2,Royce Freeman,Running Back,The_Plainsmen,20,15.200000000000001,9.668551562,5.531448438000002,Bench,Bench
3,Royce Freeman,Running Back,The_Plainsmen,20,11.3,10.634324375999999,0.6656756240000021,Bench,Bench
4,Royce Freeman,Running Back,The_Plainsmen,23,9,11.458915215,-2.4589152149999993,Flex,Starter
5,Royce Freeman,Running Back,The_Plainsmen,23,8.700000000000001,12.285992664,-3.585992663999999,Flex,Starter
6,Royce Freeman,Running Back,The_Plainsmen,2,12.600000000000001,12.104496569000002,0.4955034309999995,Running Back,Starter
7,Royce Freeman,Running Back,The_Plainsmen,2,16.7,12.615676742000002,4.084323257999998,Running Back,Starter
8,Royce Freeman,Running Back,The_Plainsmen,20,11.5,12.113093797,-0.6130937969999994,Bench,Bench
9,Royce Freeman,Running Back,The_Plainsmen,2,2.4,12.460366386,-10.060366386,Running Back,Starter
10,Royce Freeman,Running Back,The_Plainsmen,20,NA,0,NA,Bench,Bench
11,Royce Freeman,Running Back,The_Plainsmen,20,5.5,8.415553212,-2.9155532120000007,Bench,Bench
12,Royce Freeman,Running Back,The_Plainsmen,2,4.9,7.027519367000001,-2.1275193670000005,Running Back,Starter
13,Royce Freeman,Running Back,The_Plainsmen,20,6.3999999999999995,7.642506464,-1.2425064640000008,Bench,Bench
1,Russell Wilson,Quarterback,The_Plainsmen,20,16.6,18.188465750000002,-1.588465750000001,Bench,Bench
2,Russell Wilson,Quarterback,The_Plainsmen,20,24.2,17.879610561,6.3203894389999995,Bench,Bench
3,Russell Wilson,Quarterback,The_Plainsmen,20,41.34,17.982963308,23.357036692000005,Bench,Bench
4,Russell Wilson,Quarterback,The_Plainsmen,20,14.3,20.672554627,-6.3725546269999995,Bench,Bench
5,Russell Wilson,Quarterback,The_Plainsmen,20,29.92,19.491589031000004,10.428410968999998,Bench,Bench
6,Russell Wilson,Quarterback,The_Plainsmen,20,28.900000000000002,20.361541652,8.538458348000002,Bench,Bench
7,Russell Wilson,Quarterback,The_Plainsmen,0,14.34,21.881144171000003,-7.541144171000003,Quarterback,Starter
8,Russell Wilson,Quarterback,The_Plainsmen,0,15.68,22.139028291000002,-6.459028291000003,Quarterback,Starter
9,Russell Wilson,Quarterback,The_Plainsmen,0,39.22,22.985630764,16.234369236,Quarterback,Starter
10,Russell Wilson,Quarterback,The_Plainsmen,0,16.58,18.405519096,-1.8255190960000007,Quarterback,Starter
11,Russell Wilson,Quarterback,The_Plainsmen,20,NA,0,NA,Bench,Bench
12,Russell Wilson,Quarterback,The_Plainsmen,0,9.5,20.314886314000002,-10.814886314000002,Quarterback,Starter
13,Russell Wilson,Quarterback,The_Plainsmen,0,16.9,20.631455516000003,-3.731455516000004,Quarterback,Starter
1,Saints D/ST,Defense,The_Plainsmen,20,4,6.791116378,-2.791116378,Bench,Bench
2,Saints D/ST,Defense,The_Plainsmen,20,4,5.2159877450000005,-1.2159877450000005,Bench,Bench
3,Saints D/ST,Defense,The_Plainsmen,16,8,6.103531247,1.8964687529999997,Defense,Starter
4,Saints D/ST,Defense,The_Plainsmen,16,12,4.670710692,7.329289308,Defense,Starter
5,Saints D/ST,Defense,The_Plainsmen,16,8,6.263994524000001,1.736005475999999,Defense,Starter
6,Saints D/ST,Defense,The_Plainsmen,16,10,5.597129721,4.402870279,Defense,Starter
7,Saints D/ST,Defense,The_Plainsmen,16,12,7.138978187,4.861021813,Defense,Starter
8,Saints D/ST,Defense,The_Plainsmen,16,9,7.094591663999999,1.9054083360000007,Defense,Starter
10,Saints D/ST,Defense,The_Plainsmen,16,3,6.505796714000001,-3.5057967140000006,Defense,Starter
11,Saints D/ST,Defense,The_Plainsmen,16,17,8.386758249,8.613241751,Defense,Starter
12,Saints D/ST,Defense,The_Plainsmen,16,4,8.443934208,-4.443934208,Defense,Starter
13,Saints D/ST,Defense,The_Plainsmen,16,15,7.267359996000001,7.732640003999999,Defense,Starter
0,Sam Darnold,Quarterback,NA,NA,NA,0,NA,NA,Starter
6,Sam Darnold,Quarterback,NA,NA,19.619999999999997,13.2633672021,6.356632797899998,NA,Starter
7,Sam Darnold,Quarterback,Analysis_Paralysis,0,-6.66,11.685310923300001,-18.3453109233,Quarterback,Starter
12,Sam Darnold,Quarterback,NA,NA,28.2,14.6174589236,13.5825410764,NA,Starter
13,Sam Darnold,Quarterback,Dallas_The boys,0,10.46,15.5249242455,-5.0649242454999985,Quarterback,Starter
1,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,46.8,10.717115397699999,36.0828846023,Bench,Bench
2,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,23,10.9,15.6444827543,-4.7444827543,Flex,Starter
3,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,23,11.4,15.0172399326,-3.6172399326000004,Flex,Starter
4,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,23,6.4,16.015793675,-9.615793675,Flex,Starter
5,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,0,15.086304196000002,-15.086304196000002,Bench,Bench
6,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,0,0,0,Bench,Bench
7,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,0,0,0,Bench,Bench
8,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,9.5,9.075528292,0.42447170800000045,Bench,Bench
9,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,4,13.3,10.062572033999999,3.237427966000002,Wide Receiver,Starter
10,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,10.100000000000001,13.494868232999998,-3.394868232999997,Bench,Bench
11,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,4.6,11.955984585000001,-7.355984585000002,Bench,Bench
12,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,NA,0,NA,Bench,Bench
13,Sammy Watkins,Wide Receiver,Palindrome_Tikkit,20,0,11.606785608,-11.606785608,Bench,Bench
1,Saquon Barkley,Running Back,Dallas_The boys,2,17.9,23.115309344000003,-5.215309344000005,Running Back,Starter
2,Saquon Barkley,Running Back,Dallas_The boys,2,22.500000000000004,23.028357559,-0.5283575589999963,Running Back,Starter
3,Saquon Barkley,Running Back,Dallas_The boys,2,7.7,20.729541731,-13.029541731000002,Running Back,Starter
4,Saquon Barkley,Running Back,Dallas_The boys,21,0,0,0,IR,Bench
5,Saquon Barkley,Running Back,Dallas_The boys,21,0,0,0,IR,Bench
6,Saquon Barkley,Running Back,Dallas_The boys,21,0,0,0,IR,Bench
7,Saquon Barkley,Running Back,Dallas_The boys,2,17,22.422639187999998,-5.422639187999998,Running Back,Starter
8,Saquon Barkley,Running Back,Dallas_The boys,2,28.299999999999997,19.978302089,8.321697910999998,Running Back,Starter
9,Saquon Barkley,Running Back,Dallas_The boys,2,15.5,19.406286860999998,-3.906286860999998,Running Back,Starter
10,Saquon Barkley,Running Back,Dallas_The boys,2,8.1,22.356970655999998,-14.256970655999998,Running Back,Starter
11,Saquon Barkley,Running Back,Dallas_The boys,20,NA,0,NA,Bench,Bench
12,Saquon Barkley,Running Back,Dallas_The boys,2,8,18.830644177,-10.830644177,Running Back,Starter
13,Saquon Barkley,Running Back,Dallas_The boys,2,14.5,19.811533192000002,-5.311533192000002,Running Back,Starter
6,Seahawks D/ST,Defense,NA,NA,6,6.291883587000001,-0.29188358700000094,NA,Starter
7,Seahawks D/ST,Defense,Dallas_The boys,16,1,6.789237706,-5.789237706,Defense,Starter
8,Seahawks D/ST,Defense,Dallas_The boys,16,2,5.0269158460000005,-3.0269158460000005,Defense,Starter
9,Seahawks D/ST,Defense,Dallas_The boys,16,0,7.816235465,-7.816235465,Defense,Starter
10,Seahawks D/ST,Defense,Dallas_The boys,16,17,4.969164465,12.030835535,Defense,Starter
1,Sony Michel,Running Back,The_Chief,2,1.4000000000000001,11.883758334,-10.483758334,Running Back,Starter
2,Sony Michel,Running Back,The_Chief,2,12.3,11.968553161000001,0.3314468389999998,Running Back,Starter
3,Sony Michel,Running Back,The_Chief,2,7.1,14.8885037713,-7.7885037713,Running Back,Starter
4,Sony Michel,Running Back,The_Chief,2,6.300000000000001,9.059785550900001,-2.7597855509,Running Back,Starter
5,Sony Michel,Running Back,The_Chief,2,21.3,13.408321672400001,7.891678327599999,Running Back,Starter
6,Sony Michel,Running Back,The_Chief,2,13.3,15.334630819,-2.0346308189999984,Running Back,Starter
7,Sony Michel,Running Back,The_Chief,2,22.4,10.682245630000002,11.717754369999996,Running Back,Starter
8,Sony Michel,Running Back,The_Chief,2,7.4,13.762646379700003,-6.362646379700003,Running Back,Starter
9,Sony Michel,Running Back,The_Chief,23,4,10.3292465119,-6.329246511899999,Flex,Starter
10,Sony Michel,Running Back,The_Chief,20,NA,0,NA,Bench,Bench
11,Sony Michel,Running Back,The_Chief,20,6.4,10.790958815000002,-4.390958815000001,Bench,Bench
12,Sony Michel,Running Back,The_Chief,20,8.5,11.213919204000003,-2.7139192040000033,Bench,Bench
13,Sony Michel,Running Back,The_Chief,20,4.5,10.873484911,-6.373484911,Bench,Bench
8,Steelers D/ST,Defense,The_Chief,16,15,10.090034537000001,4.909965462999999,Defense,Starter
9,Steelers D/ST,Defense,The_Chief,20,19,6.568282445,12.431717554999999,Bench,Bench
10,Steelers D/ST,Defense,The_Chief,16,22,6.014389373999999,15.985610626,Defense,Starter
11,Steelers D/ST,Defense,The_Chief,16,3,7.436797923,-4.436797923,Defense,Starter
12,Steelers D/ST,Defense,The_Chief,16,13,8.569664315999999,4.430335684000001,Defense,Starter
13,Steelers D/ST,Defense,The_Chief,20,14,7.705951562,6.294048438,Bench,Bench
1,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,5.7,14.331195488,-8.631195488,Wide Receiver,Starter
2,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,9.9,14.6338776675,-4.7338776675,Bench,Bench
3,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,4.5,12.4774577191,-7.9774577191,Bench,Bench
4,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,15.8,10.9317108455,4.868289154500001,Bench,Bench
5,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,7.4,11.124750698300002,-3.724750698300001,Bench,Bench
6,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,43.5,10.183619856100002,33.3163801439,Bench,Bench
7,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,21.3,12.861579106799999,8.438420893200002,Wide Receiver,Starter
8,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,19.3,14.414819143899999,4.885180856100002,Wide Receiver,Starter
9,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,2.6,13.181466419200001,-10.581466419200002,Wide Receiver,Starter
10,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,7.9,14.549882378,-6.649882377999999,Wide Receiver,Starter
11,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,23.1,11.9489886027,11.151011397300001,Wide Receiver,Starter
12,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,20,NA,0,NA,Bench,Bench
13,Stefon Diggs,Wide Receiver,'R'm Chair_Quarterback,4,9.2,14.476060567699998,-5.276060567699998,Wide Receiver,Starter
1,Stephen Gostkowski,Kicker,The_Chief,17,16,8.335949909,7.664050091,Kicker,Starter
2,Stephen Gostkowski,Kicker,The_Chief,17,6,8.182540561000001,-2.1825405610000015,Kicker,Starter
3,Stephen Gostkowski,Kicker,The_Chief,17,6,9.114625597,-3.114625597,Kicker,Starter
4,Stephen Gostkowski,Kicker,The_Chief,17,4,7.545654260999999,-3.5456542609999993,Kicker,Starter
1,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,23,10.2,13.8786587976,-3.6786587976000007,Flex,Starter
2,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,20,0,0,0,Bench,Bench
3,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,23,27.1,11.2423127052,15.857687294800002,Flex,Starter
4,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,4,16.900000000000002,13.1134432045,3.786556795500003,Wide Receiver,Starter
5,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,4,9.7,13.104321691400001,-3.4043216914000016,Wide Receiver,Starter
6,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
7,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
8,Sterling Shepard,Wide Receiver,'R'm Chair_Quarterback,21,0,0,0,IR,Bench
